3601.0,1244.9145355635294,9.340169943749475
3602.0,2340.7288356362355,17.725424859373685
3603.0,3176.2397819140624,24.27050983124842
3604.0,4178.194545402833,32.06559480312316
3605.0,5337.47270578181,40.81559480312316
3606.0,6337.683178077544,48.31559480312316
3607.0,7504.694410986767,57.06559480312316
3608.0,8498.543190197885,64.56559480312316
3609.0,9595.434690037506,72.65576474687265
3610.0,10624.356224712366,80.45084971874739
3611.0,11753.249756855079,89.20084971874739
3612.0,12705.721141635135,96.70084971874739
3613.0,13652.439488703898,104.20084971874739
3614.0,14845.970720485859,113.54101966249688
3615.0,15724.883271550476,120.08610463437162
3616.0,16903.26992817714,128.83610463437162
3617.0,17919.298118962117,136.33610463437162
3618.0,19083.927943643466,145.08610463437162
3619.0,20145.497948145305,152.58610463437162
3620.0,21228.51496194813,160.08610463437162
3621.0,22490.292432750342,168.83610463437162
3622.0,23608.36481933744,176.33610463437162
3623.0,24889.23500225721,185.08610463437162
3624.0,26078.4447412194,193.17627457812108
3625.0,27261.662283961185,200.9713595499958
3626.0,28382.084205628074,208.4713595499958
3627.0,29725.957745491483,217.2213595499958
3628.0,30934.2283849307,224.7213595499958
3629.0,32188.760362939607,232.2213595499958
3630.0,33722.73377676829,241.26644452187054
3631.0,35183.14565222116,249.65169943749473
3632.0,36515.94963344437,257.7500852682686
3633.0,37766.76293177209,265.8484710990425
3634.0,39027.08345436731,274.2337260146668
3635.0,40324.88432420709,282.61898093029106
3636.0,41347.714744597615,288.86898093029106
3637.0,42600.48217228193,296.36898093029106
3638.0,44086.26679070791,305.11898093029106
3639.0,45342.67142070311,312.61898093029106
3640.0,46616.583260206906,320.11898093029106
3641.0,48118.89720691592,329.1640659021658
