X Y U V
2.303499999999999943e+02 1.632450000000000045e+02 -6.393889999999999851e-01 -7.721259999999999755e-03
2.307589999999999861e+02 1.637009999999999934e+02 -6.393889999999999851e-01 -7.721259999999999755e-03
2.315480000000000018e+02 1.645819999999999936e+02 -6.004180000000000073e-01 -6.272189999999999710e-02
2.318650000000000091e+02 1.650780000000000030e+02 -6.004180000000000073e-01 -6.272189999999999710e-02
2.315780000000000030e+02 1.637230000000000132e+02 -5.684379999999999988e-01 -9.530929999999999958e-02
2.319950000000000045e+02 1.632820000000000107e+02 -5.684379999999999988e-01 -9.530929999999999958e-02
2.345190000000000055e+02 1.631839999999999975e+02 -4.463670000000000138e-01 -2.348820000000000074e-02
2.340999999999999943e+02 1.636069999999999993e+02 -4.463670000000000138e-01 -2.348820000000000074e-02
2.322100000000000080e+02 1.651510000000000105e+02 -5.197089999999999765e-01 -3.059970000000000051e-02
2.327369999999999948e+02 1.649970000000000141e+02 -5.197089999999999765e-01 -3.059970000000000051e-02
2.332580000000000098e+02 1.644540000000000077e+02 -5.197089999999999765e-01 -3.059970000000000051e-02
2.328309999999999889e+02 1.636699999999999875e+02 -6.668020000000000058e-01 2.200449999999999906e-01
2.332570000000000050e+02 1.632239999999999895e+02 -6.668020000000000058e-01 2.200449999999999906e-01
2.392040000000000077e+02 1.665589999999999975e+02 -1.290320000000000078e-01 -8.153709999999999777e-03
2.396030000000000086e+02 1.669050000000000011e+02 -1.290320000000000078e-01 -8.153709999999999777e-03
2.399739999999999895e+02 1.669840000000000089e+02 -1.290320000000000078e-01 -8.153709999999999777e-03
2.372570000000000050e+02 1.662259999999999991e+02 -4.197260000000000400e-03 -1.218420000000000059e-01
2.377789999999999964e+02 1.660749999999999886e+02 -4.197260000000000400e-03 -1.218420000000000059e-01
2.382949999999999875e+02 1.655399999999999920e+02 -4.197260000000000400e-03 -1.218420000000000059e-01
2.381020000000000039e+02 1.666630000000000109e+02 -7.321039999999999492e-02 -9.234090000000000353e-02
2.386779999999999973e+02 1.667849999999999966e+02 -7.321039999999999492e-02 -9.234090000000000353e-02
2.365840000000000032e+02 1.656659999999999968e+02 -5.201409999999999645e-01 -1.616200000000000137e-01
2.369079999999999870e+02 1.661529999999999916e+02 -5.201409999999999645e-01 -1.616200000000000137e-01
2.331370000000000005e+02 1.656090000000000089e+02 -4.176560000000000272e-01 -1.470660000000000023e-01
2.337179999999999893e+02 1.657319999999999993e+02 -4.176560000000000272e-01 -1.470660000000000023e-01
2.404010000000000105e+02 1.666990000000000123e+02 -1.069500000000000034e-01 2.258130000000000137e-01
2.408089999999999975e+02 1.671210000000000093e+02 -1.069500000000000034e-01 2.258130000000000137e-01
2.416210000000000093e+02 1.656349999999999909e+02 6.733460000000000001e-01 7.188219999999999332e-02
2.420300000000000011e+02 1.660889999999999986e+02 6.733460000000000001e-01 7.188219999999999332e-02
2.416179999999999950e+02 1.668650000000000091e+02 3.917260000000000186e-01 2.936739999999999906e-01
2.419989999999999952e+02 1.673209999999999980e+02 3.917260000000000186e-01 2.936739999999999906e-01
2.443760000000000048e+02 1.679900000000000091e+02 6.278679999999999817e-01 1.096130000000000021e-01
2.449550000000000125e+02 1.681119999999999948e+02 6.278679999999999817e-01 1.096130000000000021e-01
2.428509999999999991e+02 1.661140000000000043e+02 4.306360000000000188e-01 2.973480000000000012e-01
2.432669999999999959e+02 1.656800000000000068e+02 4.306360000000000188e-01 2.973480000000000012e-01
2.434879999999999995e+02 1.675399999999999920e+02 6.642040000000000166e-01 2.667660000000000031e-01
2.440120000000000005e+02 1.673890000000000100e+02 6.642040000000000166e-01 2.667660000000000031e-01
2.445300000000000011e+02 1.668540000000000134e+02 6.642040000000000166e-01 2.667660000000000031e-01
2.428209999999999980e+02 1.669710000000000036e+02 -5.731189999999999896e-02 1.060679999999999956e-01
2.431409999999999911e+02 1.674660000000000082e+02 -5.731189999999999896e-02 1.060679999999999956e-01
2.454399999999999977e+02 1.678779999999999859e+02 2.777749999999999941e-01 -9.413030000000000008e-02
2.456860000000000070e+02 1.681920000000000073e+02 2.777749999999999941e-01 -9.413030000000000008e-02
2.460579999999999927e+02 1.682700000000000102e+02 2.777749999999999941e-01 -9.413030000000000008e-02
2.466390000000000100e+02 1.680169999999999959e+02 1.529739999999999989e-01 5.077659999999999813e-02
2.470469999999999970e+02 1.684399999999999977e+02 1.529739999999999989e-01 5.077659999999999813e-02
2.466160000000000139e+02 1.656370000000000005e+02 1.030739999999999990e+00 6.234060000000000296e-02
2.470320000000000107e+02 1.660670000000000073e+02 1.030739999999999990e+00 6.234060000000000296e-02
2.453739999999999952e+02 1.668249999999999886e+02 2.853649999999999798e-01 -5.403539999999999732e-02
2.457980000000000018e+02 1.672220000000000084e+02 2.853649999999999798e-01 -5.403539999999999732e-02
2.466229999999999905e+02 1.668609999999999900e+02 6.976620000000000044e-01 -6.585760000000000182e-04
2.470380000000000109e+02 1.673040000000000020e+02 6.976620000000000044e-01 -6.585760000000000182e-04
2.566490000000000009e+02 1.692110000000000127e+02 1.085309999999999997e+00 4.908429999999999738e-01
2.570710000000000264e+02 1.696059999999999945e+02 1.085309999999999997e+00 4.908429999999999738e-01
2.553770000000000095e+02 1.684739999999999895e+02 1.010270000000000001e+00 1.893829999999999958e-01
2.558000000000000114e+02 1.680370000000000061e+02 1.010270000000000001e+00 1.893829999999999958e-01
2.570570000000000164e+02 1.680169999999999959e+02 1.594419999999999948e+00 5.862800000000000233e-01
2.566399999999999864e+02 1.684240000000000066e+02 1.594419999999999948e+00 5.862800000000000233e-01
2.528849999999999909e+02 1.692800000000000011e+02 3.954440000000000177e-01 -6.032130000000000131e-02
2.532719999999999914e+02 1.697139999999999986e+02 3.954440000000000177e-01 -6.032130000000000131e-02
2.541200000000000045e+02 1.685289999999999964e+02 6.517709999999999892e-01 -8.948319999999999885e-02
2.545370000000000061e+02 1.680949999999999989e+02 6.517709999999999892e-01 -8.948319999999999885e-02
2.528750000000000000e+02 1.680970000000000084e+02 8.795020000000000060e-01 1.369759999999999867e-01
2.532920000000000016e+02 1.685219999999999914e+02 8.795020000000000060e-01 1.369759999999999867e-01
2.637959999999999923e+02 1.723590000000000089e+02 1.499749999999999917e+00 5.272919999999999829e-01
2.634370000000000118e+02 1.722829999999999870e+02 1.646589999999999998e+00 5.902849999999999486e-01
2.639180000000000064e+02 1.727920000000000016e+02 6.448439999999999728e-01 1.563140000000000085e-01
2.640409999999999968e+02 1.732239999999999895e+02 6.448439999999999728e-01 1.563140000000000085e-01
1.477980000000000018e+02 1.852709999999999866e+02 -5.017519999999999758e-01 1.087919999999999998e+00
1.481839999999999975e+02 1.853400000000000034e+02 -5.017519999999999758e-01 1.087919999999999998e+00
1.470389999999999873e+02 1.851349999999999909e+02 -1.378910000000000080e+00 4.103490000000000193e-01
1.590089999999999861e+02 1.873060000000000116e+02 2.187099999999999878e-01 9.961150000000000213e-03
1.580240000000000009e+02 1.871069999999999993e+02 1.618660000000000099e-01 3.853909999999999975e-02
1.583959999999999866e+02 1.871800000000000068e+02 1.618660000000000099e-01 3.853909999999999975e-02
1.571310000000000002e+02 1.869410000000000025e+02 8.415000000000000258e-02 4.441880000000000134e-02
1.517199999999999989e+02 1.859730000000000132e+02 -7.920199999999999463e-01 1.853889999999999982e-01
1.642589999999999861e+02 1.884579999999999984e+02 9.022230000000000527e-02 2.107999999999999874e-01
1.646299999999999955e+02 1.885399999999999920e+02 9.022230000000000527e-02 2.107999999999999874e-01
1.637709999999999866e+02 1.883509999999999991e+02 -3.169790000000000108e-02 5.125280000000000113e-02
1.653040000000000020e+02 1.886879999999999882e+02 1.191070000000000045e-01 3.009549999999999725e-01
1.828750000000000000e+02 1.905910000000000082e+02 -4.678419999999999801e-01 -3.450010000000000021e-01
1.832909999999999968e+02 1.910200000000000102e+02 -4.678419999999999801e-01 -3.450010000000000021e-01
1.840910000000000082e+02 1.918710000000000093e+02 -6.273229999999999640e-01 -4.978909999999999725e-01
1.844149999999999920e+02 1.923609999999999900e+02 -6.273229999999999640e-01 -4.978909999999999725e-01
1.828839999999999861e+02 1.917740000000000009e+02 -6.512339999999999796e-01 -3.959869999999999779e-01
1.832709999999999866e+02 1.922110000000000127e+02 -6.512339999999999796e-01 -3.959869999999999779e-01
1.866310000000000002e+02 1.905449999999999875e+02 -7.867610000000000436e-01 -5.212799999999999656e-01
1.870500000000000114e+02 1.909530000000000030e+02 -7.867610000000000436e-01 -5.212799999999999656e-01
1.847649999999999864e+02 1.924379999999999882e+02 -6.414039999999999742e-01 -2.015019999999999867e-01
1.852870000000000061e+02 1.922909999999999968e+02 -6.414039999999999742e-01 -2.015019999999999867e-01
1.858009999999999877e+02 1.917620000000000005e+02 -6.414039999999999742e-01 -2.015019999999999867e-01
1.866430000000000007e+02 1.917369999999999948e+02 -7.524450000000000305e-01 -4.900050000000000239e-01
1.870649999999999977e+02 1.921349999999999909e+02 -7.524450000000000305e-01 -4.900050000000000239e-01
1.891179999999999950e+02 1.931090000000000089e+02 -1.872610000000000108e+00 -7.929380000000000317e-01
1.894970000000000141e+02 1.935680000000000121e+02 -1.872610000000000108e+00 -7.929380000000000317e-01
1.855509999999999877e+02 1.928700000000000045e+02 -9.632260000000000266e-01 -1.880229999999999957e-01
1.861260000000000048e+02 1.929960000000000093e+02 -9.632260000000000266e-01 -1.880229999999999957e-01
1.990960000000000036e+02 1.935380000000000109e+02 -9.916000000000000369e-01 -5.712709999999999733e-01
1.995190000000000055e+02 1.930960000000000036e+02 -9.916000000000000369e-01 -5.712709999999999733e-01
1.971999999999999886e+02 1.951539999999999964e+02 -1.703249999999999931e+00 -3.994800000000000018e-01
1.977259999999999991e+02 1.949910000000000139e+02 -1.703249999999999931e+00 -3.994800000000000018e-01
1.982470000000000141e+02 1.944310000000000116e+02 -1.703249999999999931e+00 -3.994800000000000018e-01
1.978249999999999886e+02 1.936450000000000102e+02 -1.327110000000000012e+00 -3.527980000000000005e-01
1.982520000000000095e+02 1.931829999999999927e+02 -1.327110000000000012e+00 -3.527980000000000005e-01
1.965420000000000016e+02 1.945780000000000030e+02 -1.802319999999999922e+00 -3.509149999999999769e-01
1.968580000000000041e+02 1.950790000000000077e+02 -1.802319999999999922e+00 -3.509149999999999769e-01
1.953489999999999895e+02 1.932309999999999945e+02 -1.964339999999999975e+00 -9.212470000000000381e-01
1.957560000000000002e+02 1.936910000000000025e+02 -1.964339999999999975e+00 -9.212470000000000381e-01
1.965730000000000075e+02 1.937139999999999986e+02 -1.527889999999999970e+00 -6.840030000000000276e-01
1.969910000000000139e+02 1.932649999999999864e+02 -1.527889999999999970e+00 -6.840030000000000276e-01
1.903180000000000121e+02 1.932230000000000132e+02 -2.171730000000000160e+00 -6.340000000000000080e-01
1.906370000000000005e+02 1.937220000000000084e+02 -2.171730000000000160e+00 -6.340000000000000080e-01
1.909830000000000041e+02 1.937980000000000018e+02 -2.123880000000000212e+00 -6.996940000000000381e-01
1.915080000000000098e+02 1.936500000000000057e+02 -2.123880000000000212e+00 -6.996940000000000381e-01
1.920260000000000105e+02 1.931169999999999902e+02 -2.123880000000000212e+00 -6.996940000000000381e-01
1.941169999999999902e+02 1.931339999999999861e+02 -1.838179999999999925e+00 -7.310929999999999929e-01
1.945300000000000011e+02 1.935850000000000080e+02 -1.838179999999999925e+00 -7.310929999999999929e-01
1.928689999999999998e+02 1.930910000000000082e+02 -2.121070000000000011e+00 -7.726969999999999672e-01
1.932920000000000016e+02 1.934929999999999950e+02 -2.121070000000000011e+00 -7.726969999999999672e-01
2.284010000000000105e+02 1.842700000000000102e+02 1.274729999999999919e+00 1.333340000000000081e-01
2.280209999999999866e+02 1.838149999999999977e+02 1.274729999999999919e+00 1.333340000000000081e-01
2.256349999999999909e+02 1.831579999999999870e+02 -4.435519999999999741e-02 -7.535500000000000531e-01
2.250529999999999973e+02 1.830380000000000109e+02 -4.435519999999999741e-02 -7.535500000000000531e-01
2.271999999999999886e+02 1.841719999999999970e+02 1.157410000000000050e+00 1.548970000000000069e-01
2.268820000000000050e+02 1.836769999999999925e+02 1.157410000000000050e+00 1.548970000000000069e-01
2.396850000000000023e+02 1.867470000000000141e+02 1.896749999999999936e+00 4.330269999999999953e-01
2.393650000000000091e+02 1.862529999999999859e+02 1.896749999999999936e+00 4.330269999999999953e-01
2.381040000000000134e+02 1.857299999999999898e+02 1.296720000000000095e+00 2.765290000000000248e-01
2.375250000000000057e+02 1.856100000000000136e+02 1.296720000000000095e+00 2.765290000000000248e-01
2.390180000000000007e+02 1.861810000000000116e+02 2.026819999999999844e+00 3.997680000000000122e-01
2.384929999999999950e+02 1.863340000000000032e+02 2.026819999999999844e+00 3.997680000000000122e-01
2.379749999999999943e+02 1.868710000000000093e+02 2.026819999999999844e+00 3.997680000000000122e-01
2.370639999999999930e+02 1.858520000000000039e+02 1.633969999999999922e+00 5.648210000000000175e-01
2.367990000000000066e+02 1.855360000000000014e+02 1.633969999999999922e+00 5.648210000000000175e-01
2.364269999999999925e+02 1.854590000000000032e+02 1.633969999999999922e+00 5.648210000000000175e-01
2.358779999999999859e+02 1.868760000000000048e+02 2.354960000000000164e+00 4.229299999999999726e-01
2.354629999999999939e+02 1.864319999999999879e+02 2.354960000000000164e+00 4.229299999999999726e-01
2.371289999999999907e+02 1.869070000000000107e+02 2.619660000000000100e+00 6.770699999999999497e-01
2.367050000000000125e+02 1.865120000000000005e+02 2.619660000000000100e+00 6.770699999999999497e-01
2.304780000000000086e+02 1.868160000000000025e+02 2.969559999999999977e+00 4.639839999999999937e-02
2.308959999999999866e+02 1.864070000000000107e+02 2.969559999999999977e+00 4.639839999999999937e-02
2.327779999999999916e+02 1.848919999999999959e+02 2.649640000000000217e+00 2.725589999999999957e-01
2.322520000000000095e+02 1.850449999999999875e+02 2.649640000000000217e+00 2.725589999999999957e-01
2.317330000000000041e+02 1.855819999999999936e+02 2.649640000000000217e+00 2.725589999999999957e-01
2.321610000000000014e+02 1.863600000000000136e+02 3.013320000000000221e+00 4.352679999999999882e-01
2.317359999999999900e+02 1.868000000000000114e+02 3.013320000000000221e+00 4.352679999999999882e-01
2.334430000000000121e+02 1.854569999999999936e+02 2.258509999999999796e+00 4.176920000000000077e-01
2.331239999999999952e+02 1.849639999999999986e+02 2.258509999999999796e+00 4.176920000000000077e-01
2.346430000000000007e+02 1.867870000000000061e+02 2.764069999999999805e+00 5.710480000000000000e-01
2.342330000000000041e+02 1.863340000000000032e+02 2.764069999999999805e+00 5.710480000000000000e-01
2.334130000000000109e+02 1.863129999999999882e+02 2.688000000000000167e+00 3.632850000000000246e-01
2.329960000000000093e+02 1.867510000000000048e+02 2.688000000000000167e+00 3.632850000000000246e-01
2.408880000000000052e+02 1.868470000000000084e+02 1.790329999999999977e+00 3.797050000000000147e-01
2.405070000000000050e+02 1.863930000000000007e+02 1.790329999999999977e+00 3.797050000000000147e-01
2.421059999999999945e+02 1.870070000000000050e+02 1.692059999999999897e+00 2.861250000000000182e-01
2.416970000000000027e+02 1.865860000000000127e+02 1.692059999999999897e+00 2.861250000000000182e-01
2.429619999999999891e+02 1.889830000000000041e+02 2.182609999999999939e+00 6.038360000000000394e-01
2.433830000000000098e+02 1.893890000000000100e+02 2.182609999999999939e+00 6.038360000000000394e-01
2.452589999999999861e+02 1.874689999999999941e+02 1.755789999999999962e+00 4.030099999999999794e-01
2.447340000000000089e+02 1.876220000000000141e+02 1.755789999999999962e+00 4.030099999999999794e-01
2.442160000000000082e+02 1.881589999999999918e+02 1.755789999999999962e+00 4.030099999999999794e-01
2.433720000000000141e+02 1.881920000000000073e+02 2.256639999999999979e+00 6.823289999999999633e-01
2.429480000000000075e+02 1.877980000000000018e+02 2.256639999999999979e+00 6.823289999999999633e-01
2.443979999999999961e+02 1.870300000000000011e+02 1.157440000000000024e+00 1.869790000000000063e-01
2.438189999999999884e+02 1.869099999999999966e+02 1.157440000000000024e+00 1.869790000000000063e-01
2.433060000000000116e+02 1.871409999999999911e+02 1.508080000000000087e+00 3.323160000000000003e-01
2.429420000000000073e+02 1.868040000000000020e+02 1.508080000000000087e+00 3.323160000000000003e-01
2.425689999999999884e+02 1.867270000000000039e+02 1.508080000000000087e+00 3.323160000000000003e-01
2.471279999999999859e+02 1.893650000000000091e+02 2.377479999999999816e+00 5.983020000000000005e-01
2.467179999999999893e+02 1.889120000000000061e+02 2.377479999999999816e+00 5.983020000000000005e-01
2.459269999999999925e+02 1.880349999999999966e+02 1.484520000000000062e+00 2.963180000000000258e-01
2.456059999999999945e+02 1.875409999999999968e+02 1.484520000000000062e+00 2.963180000000000258e-01
2.471310000000000002e+02 1.881359999999999957e+02 1.416420000000000012e+00 3.423410000000000064e-01
2.467500000000000000e+02 1.876810000000000116e+02 1.416420000000000012e+00 3.423410000000000064e-01
2.569630000000000223e+02 1.896250000000000000e+02 2.092880000000000074e+00 6.488979999999999748e-01
2.563899999999999864e+02 1.895060000000000002e+02 2.092880000000000074e+00 6.488979999999999748e-01
2.533729999999999905e+02 1.894250000000000114e+02 1.941070000000000073e+00 6.718619999999999592e-01
2.529919999999999902e+02 1.889710000000000036e+02 1.941070000000000073e+00 6.718619999999999592e-01
2.564309999999999832e+02 1.907560000000000002e+02 1.563609999999999944e+00 3.108580000000000232e-01
2.569470000000000027e+02 1.902179999999999893e+02 1.563609999999999944e+00 3.108580000000000232e-01
2.554370000000000118e+02 1.919699999999999989e+02 2.652670000000000083e+00 7.748270000000000435e-01
2.558530000000000086e+02 1.915610000000000070e+02 2.652670000000000083e+00 7.748270000000000435e-01
2.563650000000000091e+02 1.919650000000000034e+02 2.175310000000000077e+00 -9.346880000000000119e-03
2.565310000000000059e+02 1.915440000000000111e+02 2.175310000000000077e+00 -9.346880000000000119e-03
1.490010000000000048e+02 2.037649999999999864e+02 2.098139999999999894e+00 2.523659999999999792e-01
1.484790000000000134e+02 2.039070000000000107e+02 2.098139999999999894e+00 2.523659999999999792e-01
1.479660000000000082e+02 2.044329999999999927e+02 2.098139999999999894e+00 2.523659999999999792e-01
1.481339999999999861e+02 2.033050000000000068e+02 1.400519999999999987e+00 3.719930000000000181e-01
1.475579999999999927e+02 2.031709999999999923e+02 1.400519999999999987e+00 3.719930000000000181e-01
1.462150000000000034e+02 2.032800000000000011e+02 1.505679999999999907e+00 5.854620000000000379e-01
1.471270000000000095e+02 2.044530000000000030e+02 2.368780000000000108e+00 3.454929999999999946e-01
1.467059999999999889e+02 2.040480000000000018e+02 2.368780000000000108e+00 3.454929999999999946e-01
1.472789999999999964e+02 2.031069999999999993e+02 1.604030000000000067e+00 5.283109999999999751e-01
1.469199999999999875e+02 2.033619999999999948e+02 1.604030000000000067e+00 5.283109999999999751e-01
1.464970000000000141e+02 2.030010000000000048e+02 1.604030000000000067e+00 5.283109999999999751e-01
1.523079999999999927e+02 2.042740000000000009e+02 2.242890000000000050e+00 3.596010000000000040e-01
1.519439999999999884e+02 2.045420000000000016e+02 2.242890000000000050e+00 3.596010000000000040e-01
1.515200000000000102e+02 2.041769999999999925e+02 2.242890000000000050e+00 3.596010000000000040e-01
1.530970000000000084e+02 2.044559999999999889e+02 2.068410000000000082e+00 3.963979999999999726e-01
1.525190000000000055e+02 2.043230000000000075e+02 2.068410000000000082e+00 3.963979999999999726e-01
1.597069999999999936e+02 2.066800000000000068e+02 2.640969999999999818e+00 4.041259999999999852e-01
1.593919999999999959e+02 2.061759999999999877e+02 2.640969999999999818e+00 4.041259999999999852e-01
1.590480000000000018e+02 2.060970000000000084e+02 2.678220000000000045e+00 4.100079999999999836e-01
1.585219999999999914e+02 2.062419999999999902e+02 2.678220000000000045e+00 4.100079999999999836e-01
1.580010000000000048e+02 2.067789999999999964e+02 2.678220000000000045e+00 4.100079999999999836e-01
1.559000000000000057e+02 2.068009999999999877e+02 2.749989999999999934e+00 5.666510000000000158e-01
1.554850000000000136e+02 2.063669999999999902e+02 2.749989999999999934e+00 5.666510000000000158e-01
1.571539999999999964e+02 2.068129999999999882e+02 3.043969999999999843e+00 5.538070000000000492e-01
1.567299999999999898e+02 2.064099999999999966e+02 3.043969999999999843e+00 5.538070000000000492e-01
1.508909999999999911e+02 2.068650000000000091e+02 2.575279999999999792e+00 2.861759999999999859e-01
1.504739999999999895e+02 2.064470000000000027e+02 2.575279999999999792e+00 2.861759999999999859e-01
1.521359999999999957e+02 2.056440000000000055e+02 2.628950000000000120e+00 4.616299999999999848e-01
1.517119999999999891e+02 2.052439999999999998e+02 2.628950000000000120e+00 4.616299999999999848e-01
1.517259999999999991e+02 2.068569999999999993e+02 2.875820000000000043e+00 3.833099999999999841e-01
1.521440000000000055e+02 2.064410000000000025e+02 2.875820000000000043e+00 3.833099999999999841e-01
1.540229999999999961e+02 2.049300000000000068e+02 2.393390000000000128e+00 4.080770000000000231e-01
1.534979999999999905e+02 2.050740000000000123e+02 2.393390000000000128e+00 4.080770000000000231e-01
1.529809999999999945e+02 2.056080000000000041e+02 2.393390000000000128e+00 4.080770000000000231e-01
1.546620000000000061e+02 2.063489999999999895e+02 2.904360000000000053e+00 4.675230000000000219e-01
1.542460000000000093e+02 2.067810000000000059e+02 2.904360000000000053e+00 4.675230000000000219e-01
1.534089999999999918e+02 2.063909999999999911e+02 2.673540000000000028e+00 4.928879999999999928e-01
1.529850000000000136e+02 2.068300000000000125e+02 2.673540000000000028e+00 4.928879999999999928e-01
1.609019999999999868e+02 2.068040000000000020e+02 2.763450000000000184e+00 4.321740000000000026e-01
1.605250000000000057e+02 2.063389999999999986e+02 2.763450000000000184e+00 4.321740000000000026e-01
1.621129999999999995e+02 2.069900000000000091e+02 2.706620000000000026e+00 3.981279999999999819e-01
1.617069999999999936e+02 2.065589999999999975e+02 2.706620000000000026e+00 3.981279999999999819e-01
1.633830000000000098e+02 2.094000000000000057e+02 2.586990000000000123e+00 3.952570000000000250e-01
1.629639999999999986e+02 2.089869999999999948e+02 2.586990000000000123e+00 3.952570000000000250e-01
1.652479999999999905e+02 2.075229999999999961e+02 2.808300000000000018e+00 4.757330000000000170e-01
1.647259999999999991e+02 2.076639999999999873e+02 2.808300000000000018e+00 4.757330000000000170e-01
1.642110000000000127e+02 2.081889999999999930e+02 2.808300000000000018e+00 4.757330000000000170e-01
1.633710000000000093e+02 2.082059999999999889e+02 2.843799999999999883e+00 4.161960000000000104e-01
1.629490000000000123e+02 2.078009999999999877e+02 2.843799999999999883e+00 4.161960000000000104e-01
1.643480000000000132e+02 2.070550000000000068e+02 2.600379999999999914e+00 5.760180000000000300e-01
1.637719999999999914e+02 2.069219999999999970e+02 2.600379999999999914e+00 5.760180000000000300e-01
1.633050000000000068e+02 2.071510000000000105e+02 2.843840000000000146e+00 5.125579999999999581e-01
1.630720000000000027e+02 2.068350000000000080e+02 2.843840000000000146e+00 5.125579999999999581e-01
1.627019999999999982e+02 2.067489999999999952e+02 2.843840000000000146e+00 5.125579999999999581e-01
1.671310000000000002e+02 2.093899999999999864e+02 2.107870000000000132e+00 7.750399999999999512e-01
1.667160000000000082e+02 2.089579999999999984e+02 2.107870000000000132e+00 7.750399999999999512e-01
1.659180000000000064e+02 2.080980000000000132e+02 2.722039999999999793e+00 5.021379999999999733e-01
1.655960000000000036e+02 2.076030000000000086e+02 2.722039999999999793e+00 5.021379999999999733e-01
1.671210000000000093e+02 2.082069999999999936e+02 2.554640000000000022e+00 4.566609999999999836e-01
1.667359999999999900e+02 2.077659999999999911e+02 2.554640000000000022e+00 4.566609999999999836e-01
1.771510000000000105e+02 2.105610000000000070e+02 2.132029999999999870e+00 4.634309999999999818e-01
1.767729999999999961e+02 2.100970000000000084e+02 2.132029999999999870e+00 4.634309999999999818e-01
1.759240000000000066e+02 2.112980000000000018e+02 2.319240000000000190e+00 2.771739999999999760e-01
1.755080000000000098e+02 2.117330000000000041e+02 2.319240000000000190e+00 2.771739999999999760e-01
1.771469999999999914e+02 2.117959999999999923e+02 2.413759999999999906e+00 4.181360000000000077e-01
1.767400000000000091e+02 2.113340000000000032e+02 2.413759999999999906e+00 4.181360000000000077e-01
1.734029999999999916e+02 2.105689999999999884e+02 2.682560000000000056e+00 4.325840000000000241e-01
1.729790000000000134e+02 2.101670000000000016e+02 2.682560000000000056e+00 4.325840000000000241e-01
1.746750000000000114e+02 2.113300000000000125e+02 2.522489999999999899e+00 3.760789999999999966e-01
1.742489999999999952e+02 2.117709999999999866e+02 2.522489999999999899e+00 3.760789999999999966e-01
1.729910000000000139e+02 2.117909999999999968e+02 2.494689999999999852e+00 2.840420000000000167e-01
1.734099999999999966e+02 2.113729999999999905e+02 2.494689999999999852e+00 2.840420000000000167e-01
1.997460000000000093e+02 2.067139999999999986e+02 -5.699449999999999655e-02 5.716240000000000210e-01
1.994420000000000073e+02 2.069389999999999930e+02 -5.699449999999999655e-02 5.716240000000000210e-01
1.993679999999999950e+02 2.073100000000000023e+02 -5.699449999999999655e-02 5.716240000000000210e-01
1.845670000000000073e+02 2.120879999999999939e+02 2.349870000000000125e+00 5.529859999999999776e-01
1.843520000000000039e+02 2.117719999999999914e+02 2.349870000000000125e+00 5.529859999999999776e-01
1.839819999999999993e+02 2.116870000000000118e+02 2.349870000000000125e+00 5.529859999999999776e-01
1.833689999999999998e+02 2.119650000000000034e+02 2.195180000000000131e+00 4.967420000000000169e-01
1.829840000000000089e+02 2.115240000000000009e+02 2.195180000000000131e+00 4.967420000000000169e-01
1.833849999999999909e+02 2.143810000000000002e+02 2.462730000000000086e+00 7.846140000000000059e-02
1.829679999999999893e+02 2.139629999999999939e+02 2.462730000000000086e+00 7.846140000000000059e-02
1.846310000000000002e+02 2.131599999999999966e+02 2.627650000000000041e+00 3.081010000000000137e-01
1.842079999999999984e+02 2.127609999999999957e+02 2.627650000000000041e+00 3.081010000000000137e-01
1.833789999999999907e+02 2.131479999999999961e+02 2.459150000000000169e+00 3.137050000000000116e-01
1.829639999999999986e+02 2.127160000000000082e+02 2.459150000000000169e+00 3.137050000000000116e-01
1.856069999999999993e+02 2.119770000000000039e+02 2.219730000000000203e+00 6.316000000000000503e-01
1.850289999999999964e+02 2.118429999999999893e+02 2.219730000000000203e+00 6.316000000000000503e-01
1.895860000000000127e+02 2.132510000000000048e+02 2.668750000000000178e+00 5.687370000000000481e-01
1.891610000000000014e+02 2.128859999999999957e+02 2.668750000000000178e+00 5.687370000000000481e-01
1.883950000000000102e+02 2.143189999999999884e+02 2.625290000000000123e+00 2.004479999999999873e-01
1.879809999999999945e+02 2.138849999999999909e+02 2.625290000000000123e+00 2.004479999999999873e-01
1.883859999999999957e+02 2.131279999999999859e+02 2.595029999999999948e+00 4.201429999999999887e-01
1.880010000000000048e+02 2.126860000000000070e+02 2.595029999999999948e+00 4.201429999999999887e-01
1.865180000000000007e+02 2.124459999999999980e+02 2.525100000000000122e+00 3.036269999999999802e-01
1.859939999999999998e+02 2.125910000000000082e+02 2.525100000000000122e+00 3.036269999999999802e-01
1.854759999999999991e+02 2.131250000000000000e+02 2.525100000000000122e+00 3.036269999999999802e-01
1.871579999999999870e+02 2.138660000000000139e+02 2.828430000000000000e+00 3.012500000000000178e-01
1.867410000000000139e+02 2.142980000000000018e+02 2.828430000000000000e+00 3.012500000000000178e-01
1.871839999999999975e+02 2.130219999999999914e+02 2.562850000000000072e+00 4.489589999999999970e-01
1.868640000000000043e+02 2.125260000000000105e+02 2.562850000000000072e+00 4.489589999999999970e-01
1.985800000000000125e+02 2.122220000000000084e+02 9.512260000000000160e-02 -6.314840000000000453e-01
1.992810000000000059e+02 2.132800000000000011e+02 9.512260000000000160e-02 -6.314840000000000453e-01
1.987309999999999945e+02 2.127539999999999907e+02 9.512260000000000160e-02 -6.314840000000000453e-01
1.983029999999999973e+02 2.141490000000000009e+02 2.281260000000000066e+00 5.883610000000000229e-01
