X Y U V
3.833349999999999795e+02 8.334720000000000084e+01 4.440129999999999910e+00 -1.466639999999999888e-01
4.033229999999999791e+02 8.167440000000000566e+01 4.489630000000000010e+00 5.087099999999999955e-01
4.016580000000000155e+02 8.334130000000000393e+01 4.489630000000000010e+00 5.087099999999999955e-01
4.233159999999999741e+02 8.164119999999999777e+01 4.780579999999999607e+00 2.299889999999999990e-01
4.216480000000000246e+02 8.331050000000000466e+01 4.780579999999999607e+00 2.299889999999999990e-01
4.433249999999999886e+02 8.331210000000000093e+01 4.467150000000000176e+00 -4.578119999999999967e-01
4.416589999999999918e+02 8.164350000000000307e+01 4.467150000000000176e+00 -4.578119999999999967e-01
4.633299999999999841e+02 8.332760000000000389e+01 3.262199999999999989e+00 7.152319999999999789e-01
4.616639999999999873e+02 8.166030000000000655e+01 3.262199999999999989e+00 7.152319999999999789e-01
4.816659999999999968e+02 8.166599999999999682e+01 3.824510000000000076e+00 7.626850000000000296e-02
4.833319999999999936e+02 8.333270000000000266e+01 3.824510000000000076e+00 7.626850000000000296e-02
2.816669999999999732e+02 1.033340000000000032e+02 3.978250000000000064e+00 5.286920000000000508e-01
2.833340000000000032e+02 1.016659999999999968e+02 3.978250000000000064e+00 5.286920000000000508e-01
3.016689999999999827e+02 1.033310000000000031e+02 4.423429999999999751e+00 1.027549999999999963e+00
3.033360000000000127e+02 1.016629999999999967e+02 4.423429999999999751e+00 1.027549999999999963e+00
3.216730000000000018e+02 1.033269999999999982e+02 4.379100000000000215e+00 -2.843230000000000063e-02
3.233399999999999750e+02 1.016599999999999966e+02 4.379100000000000215e+00 -2.843230000000000063e-02
3.416829999999999927e+02 1.033199999999999932e+02 3.805149999999999810e+00 3.305350000000000232e-01
3.433509999999999991e+02 1.016530000000000058e+02 3.805149999999999810e+00 3.305350000000000232e-01
3.616870000000000118e+02 1.033100000000000023e+02 4.104460000000000441e+00 -2.955840000000000134e-01
3.633539999999999850e+02 1.016449999999999960e+02 4.104460000000000441e+00 -2.955840000000000134e-01
3.833389999999999986e+02 1.033130000000000024e+02 4.290960000000000107e+00 1.404009999999999980e-01
3.816730000000000018e+02 1.016490000000000009e+02 4.290960000000000107e+00 1.404009999999999980e-01
4.016650000000000205e+02 1.016520000000000010e+02 4.316849999999999632e+00 -1.006309999999999982e-01
4.033310000000000173e+02 1.033169999999999931e+02 4.316849999999999632e+00 -1.006309999999999982e-01
4.216510000000000105e+02 1.016509999999999962e+02 3.685179999999999900e+00 4.387269999999999781e-01
4.233190000000000168e+02 1.033179999999999978e+02 3.685179999999999900e+00 4.387269999999999781e-01
4.416580000000000155e+02 1.016539999999999964e+02 4.347620000000000040e+00 -4.010150000000000103e-01
4.433249999999999886e+02 1.033220000000000027e+02 4.347620000000000040e+00 -4.010150000000000103e-01
4.633310000000000173e+02 1.033289999999999935e+02 3.539969999999999839e+00 -1.269379999999999953e-01
4.616639999999999873e+02 1.016620000000000061e+02 3.539969999999999839e+00 -1.269379999999999953e-01
4.833330000000000268e+02 1.033329999999999984e+02 2.849680000000000213e+00 8.875389999999999668e-01
4.816659999999999968e+02 1.016659999999999968e+02 2.849680000000000213e+00 8.875389999999999668e-01
2.816659999999999968e+02 1.233389999999999986e+02 4.792760000000000353e+00 -4.948949999999999738e-01
2.833330000000000268e+02 1.216710000000000065e+02 4.792760000000000353e+00 -4.948949999999999738e-01
3.016669999999999732e+02 1.233329999999999984e+02 4.318730000000000402e+00 -1.231199999999999933e-01
3.033340000000000032e+02 1.216659999999999968e+02 4.318730000000000402e+00 -1.231199999999999933e-01
3.216689999999999827e+02 1.233299999999999983e+02 4.440409999999999968e+00 -4.979450000000000265e-01
3.233369999999999891e+02 1.216629999999999967e+02 4.440409999999999968e+00 -4.979450000000000265e-01
3.433419999999999845e+02 1.216550000000000011e+02 4.156430000000000291e+00 8.033599999999999630e-01
3.416739999999999782e+02 1.233229999999999933e+02 4.156430000000000291e+00 8.033599999999999630e-01
3.633439999999999941e+02 1.216449999999999960e+02 3.939799999999999969e+00 2.917370000000000241e-01
3.616759999999999877e+02 1.233130000000000024e+02 3.939799999999999969e+00 2.917370000000000241e-01
3.833399999999999750e+02 1.233119999999999976e+02 3.966330000000000133e+00 -4.610130000000000061e-01
3.816739999999999782e+02 1.216430000000000007e+02 3.966330000000000133e+00 -4.610130000000000061e-01
4.033380000000000223e+02 1.233190000000000026e+02 3.402559999999999807e+00 4.894339999999999802e-01
4.016720000000000255e+02 1.216500000000000057e+02 3.402559999999999807e+00 4.894339999999999802e-01
4.233319999999999936e+02 1.233280000000000030e+02 3.721870000000000012e+00 1.380669999999999953e-01
4.216650000000000205e+02 1.216599999999999966e+02 3.721870000000000012e+00 1.380669999999999953e-01
4.416630000000000109e+02 1.216650000000000063e+02 3.855729999999999880e+00 -1.151770000000000016e-01
4.433299999999999841e+02 1.233319999999999936e+02 3.855729999999999880e+00 -1.151770000000000016e-01
4.633310000000000173e+02 1.233340000000000032e+02 2.961869999999999781e+00 6.746379999999999599e-01
4.616639999999999873e+02 1.216670000000000016e+02 2.961869999999999781e+00 6.746379999999999599e-01
4.816650000000000205e+02 1.233349999999999937e+02 3.800710000000000033e+00 3.224290000000000211e-01
4.833319999999999936e+02 1.216680000000000064e+02 3.800710000000000033e+00 3.224290000000000211e-01
1.041530000000000058e+02 1.440850000000000080e+02 3.597690000000000055e+00 -6.386120000000000685e-02
2.648199999999999932e+02 1.417069999999999936e+02 4.033999999999999808e+00 -1.054329999999999989e-01
2.642389999999999759e+02 1.433779999999999859e+02 4.033999999999999808e+00 -1.054329999999999989e-01
2.816689999999999827e+02 1.433389999999999986e+02 3.860230000000000050e+00 1.009489999999999971e-01
2.833349999999999795e+02 1.416709999999999923e+02 3.860230000000000050e+00 1.009489999999999971e-01
3.016669999999999732e+02 1.416670000000000016e+02 4.231630000000000003e+00 3.078859999999999930e-01
3.033330000000000268e+02 1.433340000000000032e+02 4.231630000000000003e+00 3.078859999999999930e-01
3.233340000000000032e+02 1.416670000000000016e+02 3.682069999999999954e+00 6.929380000000000539e-01
3.216669999999999732e+02 1.433350000000000080e+02 3.682069999999999954e+00 6.929380000000000539e-01
3.433360000000000127e+02 1.416649999999999920e+02 4.310450000000000337e+00 4.789010000000000211e-01
3.416689999999999827e+02 1.433329999999999984e+02 4.310450000000000337e+00 4.789010000000000211e-01
3.633380000000000223e+02 1.416639999999999873e+02 4.802819999999999645e+00 1.000539999999999985e+00
3.616709999999999923e+02 1.433319999999999936e+02 4.802819999999999645e+00 1.000539999999999985e+00
3.833389999999999986e+02 1.433369999999999891e+02 4.814989999999999881e+00 -4.630889999999999729e-01
3.816730000000000018e+02 1.416680000000000064e+02 4.814989999999999881e+00 -4.630889999999999729e-01
4.033399999999999750e+02 1.433429999999999893e+02 4.109469999999999956e+00 5.699130000000000029e-01
4.016730000000000018e+02 1.416740000000000066e+02 4.109469999999999956e+00 5.699130000000000029e-01
4.216689999999999827e+02 1.433410000000000082e+02 4.589500000000000135e+00 -1.353340000000000098e-01
4.233349999999999795e+02 1.416730000000000018e+02 4.589500000000000135e+00 -1.353340000000000098e-01
4.416630000000000109e+02 1.433379999999999939e+02 3.803360000000000074e+00 8.098340000000000538e-01
4.433290000000000077e+02 1.416709999999999923e+02 3.803360000000000074e+00 8.098340000000000538e-01
4.633279999999999745e+02 1.416719999999999970e+02 4.399869999999999948e+00 3.304540000000000255e-02
4.616610000000000014e+02 1.433389999999999986e+02 4.399869999999999948e+00 3.304540000000000255e-02
4.833299999999999841e+02 1.416730000000000018e+02 5.085210000000000008e+00 5.093940000000000273e-02
4.816630000000000109e+02 1.433400000000000034e+02 5.085210000000000008e+00 5.093940000000000273e-02
1.027759999999999962e+02 1.616709999999999923e+02 3.432780000000000165e+00 -9.300110000000000321e-01
1.040180000000000007e+02 1.633379999999999939e+02 3.432780000000000165e+00 -9.300110000000000321e-01
1.216710000000000065e+02 1.616800000000000068e+02 4.460020000000000095e+00 -6.946369999999999489e-01
1.233370000000000033e+02 1.633489999999999895e+02 4.460020000000000095e+00 -6.946369999999999489e-01
1.433139999999999930e+02 1.617090000000000032e+02 4.171190000000000175e+00 -7.153070000000000261e-01
1.416450000000000102e+02 1.633779999999999859e+02 4.171190000000000175e+00 -7.153070000000000261e-01
1.633139999999999930e+02 1.637139999999999986e+02 4.423180000000000334e+00 6.468460000000000321e-01
1.629230000000000018e+02 1.620370000000000061e+02 4.423180000000000334e+00 6.468460000000000321e-01
1.612549999999999955e+02 1.617210000000000036e+02 4.423180000000000334e+00 6.468460000000000321e-01
2.618609999999999900e+02 1.609039999999999964e+02 2.408879999999999910e+00 5.526769999999999738e-01
2.611449999999999818e+02 1.617470000000000141e+02 2.408879999999999910e+00 5.526769999999999738e-01
2.816789999999999736e+02 1.616390000000000100e+02 2.496039999999999814e+00 1.152959999999999985e+00
2.833410000000000082e+02 1.633050000000000068e+02 2.496039999999999814e+00 1.152959999999999985e+00
3.016619999999999777e+02 1.616690000000000111e+02 3.618539999999999868e+00 6.777469999999999883e-01
3.033279999999999745e+02 1.633379999999999939e+02 3.618539999999999868e+00 6.777469999999999883e-01
3.233299999999999841e+02 1.616759999999999877e+02 4.478229999999999933e+00 1.119450000000000056e+00
3.216630000000000109e+02 1.633439999999999941e+02 4.478229999999999933e+00 1.119450000000000056e+00
3.433330000000000268e+02 1.616750000000000114e+02 4.296909999999999563e+00 1.102649999999999908e+00
3.416659999999999968e+02 1.633429999999999893e+02 4.296909999999999563e+00 1.102649999999999908e+00
3.633369999999999891e+02 1.633449999999999989e+02 3.734680000000000000e+00 7.004200000000000356e-03
3.616700000000000159e+02 1.616769999999999925e+02 3.734680000000000000e+00 7.004200000000000356e-03
3.816720000000000255e+02 1.633480000000000132e+02 3.865159999999999929e+00 7.582649999999999668e-01
3.833380000000000223e+02 1.616810000000000116e+02 3.865159999999999929e+00 7.582649999999999668e-01
4.016700000000000159e+02 1.633449999999999989e+02 5.349800000000000111e+00 1.083110000000000017e+00
4.033369999999999891e+02 1.616779999999999973e+02 5.349800000000000111e+00 1.083110000000000017e+00
4.233319999999999936e+02 1.616690000000000111e+02 5.178219999999999601e+00 1.027409999999999934e+00
4.216659999999999968e+02 1.633360000000000127e+02 5.178219999999999601e+00 1.027409999999999934e+00
4.416569999999999823e+02 1.616680000000000064e+02 4.297699999999999854e+00 -2.098820000000000130e-01
4.433220000000000027e+02 1.633340000000000032e+02 4.297699999999999854e+00 -2.098820000000000130e-01
4.616549999999999727e+02 1.616790000000000020e+02 5.097419999999999618e+00 -3.425449999999999884e-01
4.633220000000000027e+02 1.633480000000000132e+02 5.097419999999999618e+00 -3.425449999999999884e-01
4.816589999999999918e+02 1.633530000000000086e+02 4.390240000000000364e+00 5.153569999999999540e-01
4.833269999999999982e+02 1.616850000000000023e+02 4.390240000000000364e+00 5.153569999999999540e-01
1.048580000000000041e+02 1.810780000000000030e+02 2.520300000000000207e+00 1.847250000000000003e-01
1.233670000000000044e+02 1.833439999999999941e+02 1.216450000000000031e+00 4.218299999999999828e-01
1.216940000000000026e+02 1.816769999999999925e+02 1.216450000000000031e+00 4.218299999999999828e-01
1.407539999999999907e+02 1.816999999999999886e+02 2.348640000000000061e+00 -1.224409999999999998e+00
1.415740000000000123e+02 1.808760000000000048e+02 2.348640000000000061e+00 -1.224409999999999998e+00
1.607880000000000109e+02 1.810060000000000002e+02 1.063620000000000010e+00 2.097900000000000043e-01
1.616200000000000045e+02 1.818460000000000036e+02 1.063620000000000010e+00 2.097900000000000043e-01
1.805649999999999977e+02 1.831879999999999882e+02 7.607319999999999638e-01 -1.479779999999999984e-01
1.805620000000000118e+02 1.843729999999999905e+02 7.607319999999999638e-01 -1.479779999999999984e-01
2.832710000000000150e+02 1.833379999999999939e+02 1.387299999999999978e+00 1.435329999999999939e-01
2.816030000000000086e+02 1.816550000000000011e+02 1.387299999999999978e+00 1.435329999999999939e-01
3.016429999999999723e+02 1.833820000000000050e+02 1.599420000000000064e+00 -5.375330000000000386e-01
3.033129999999999882e+02 1.817090000000000032e+02 1.599420000000000064e+00 -5.375330000000000386e-01
3.216569999999999823e+02 1.833739999999999952e+02 1.690870000000000095e+00 8.533770000000000522e-01
3.233249999999999886e+02 1.817030000000000030e+02 1.690870000000000095e+00 8.533770000000000522e-01
3.433290000000000077e+02 1.816980000000000075e+02 2.414149999999999796e+00 6.239820000000000366e-01
3.416619999999999777e+02 1.833679999999999950e+02 2.414149999999999796e+00 6.239820000000000366e-01
3.616639999999999873e+02 1.833679999999999950e+02 3.159710000000000019e+00 5.380279999999999507e-01
3.633319999999999936e+02 1.816970000000000027e+02 3.159710000000000019e+00 5.380279999999999507e-01
3.816659999999999968e+02 1.833559999999999945e+02 3.002229999999999954e+00 5.272430000000000172e-02
3.833340000000000032e+02 1.816860000000000070e+02 3.002229999999999954e+00 5.272430000000000172e-02
4.016639999999999873e+02 1.833410000000000082e+02 3.933110000000000106e+00 1.170409999999999950e+00
4.033310000000000173e+02 1.816730000000000018e+02 3.933110000000000106e+00 1.170409999999999950e+00
4.233249999999999886e+02 1.816550000000000011e+02 3.533809999999999896e+00 1.515009999999999968e+00
4.216580000000000155e+02 1.833220000000000027e+02 3.533809999999999896e+00 1.515009999999999968e+00
4.433210000000000264e+02 1.833290000000000077e+02 4.062730000000000175e+00 5.815770000000000106e-01
4.416539999999999964e+02 1.816610000000000014e+02 4.062730000000000175e+00 5.815770000000000106e-01
4.616560000000000059e+02 1.816829999999999927e+02 4.517870000000000275e+00 1.927909999999999902e-01
4.633229999999999791e+02 1.833499999999999943e+02 4.517870000000000275e+00 1.927909999999999902e-01
4.816580000000000155e+02 1.816930000000000121e+02 4.336109999999999687e+00 1.636989999999999945e+00
4.833249999999999886e+02 1.833590000000000089e+02 4.336109999999999687e+00 1.636989999999999945e+00
1.217429999999999950e+02 2.032880000000000109e+02 6.848750000000000115e-01 6.608089999999999797e-01
1.234189999999999969e+02 2.016220000000000141e+02 6.848750000000000115e-01 6.608089999999999797e-01
1.407210000000000036e+02 2.007249999999999943e+02 -5.252599999999999492e-01 1.888419999999999987e+00
1.412899999999999920e+02 2.004120000000000061e+02 -5.252599999999999492e-01 1.888419999999999987e+00
2.608129999999999882e+02 2.008489999999999895e+02 4.456830000000000069e+00 -2.563079999999999803e+00
2.616419999999999959e+02 2.017199999999999989e+02 4.456830000000000069e+00 -2.563079999999999803e+00
2.807839999999999918e+02 2.035060000000000002e+02 8.680729999999999835e-01 3.795600000000000085e-01
2.824499999999999886e+02 2.018230000000000075e+02 8.680729999999999835e-01 3.795600000000000085e-01
2.841209999999999809e+02 2.034989999999999952e+02 8.680729999999999835e-01 3.795600000000000085e-01
3.032959999999999923e+02 2.018180000000000121e+02 2.109570000000000167e+00 1.370440000000000103e+00
3.016270000000000095e+02 2.034970000000000141e+02 2.109570000000000167e+00 1.370440000000000103e+00
3.216519999999999868e+02 2.034209999999999923e+02 4.165689999999999671e+00 1.086170000000000080e+00
3.233210000000000264e+02 2.017470000000000141e+02 4.165689999999999671e+00 1.086170000000000080e+00
3.416580000000000155e+02 2.017460000000000093e+02 1.611310000000000020e+00 5.252099999999999547e-01
3.433220000000000027e+02 2.034209999999999923e+02 1.611310000000000020e+00 5.252099999999999547e-01
3.633090000000000259e+02 2.017820000000000107e+02 3.025669999999999860e+00 4.287480000000000180e-01
3.616390000000000100e+02 2.034590000000000032e+02 3.025669999999999860e+00 4.287480000000000180e-01
3.816429999999999723e+02 2.034360000000000070e+02 2.538539999999999797e+00 7.786889999999999645e-01
3.833129999999999882e+02 2.017539999999999907e+02 2.538539999999999797e+00 7.786889999999999645e-01
4.016480000000000246e+02 2.033820000000000050e+02 3.212489999999999846e+00 9.612309999999999466e-01
4.033170000000000073e+02 2.017050000000000125e+02 3.212489999999999846e+00 9.612309999999999466e-01
4.216530000000000200e+02 2.033329999999999984e+02 4.180979999999999919e+00 1.268450000000000077e+00
4.233210000000000264e+02 2.016620000000000061e+02 4.180979999999999919e+00 1.268450000000000077e+00
4.433290000000000077e+02 2.033170000000000073e+02 3.405819999999999848e+00 1.252199999999999980e-01
4.416619999999999777e+02 2.016519999999999868e+02 3.405819999999999848e+00 1.252199999999999980e-01
4.633330000000000268e+02 2.033269999999999982e+02 4.346899999999999764e+00 1.222809999999999953e+00
4.616650000000000205e+02 2.016610000000000014e+02 4.346899999999999764e+00 1.222809999999999953e+00
4.816630000000000109e+02 2.016709999999999923e+02 3.700779999999999959e+00 1.733899999999999997e+00
4.833290000000000077e+02 2.033369999999999891e+02 3.700779999999999959e+00 1.733899999999999997e+00
1.233790000000000049e+02 2.216049999999999898e+02 3.368360000000000021e+00 6.963049999999999518e-01
1.217060000000000031e+02 2.232789999999999964e+02 3.368360000000000021e+00 6.963049999999999518e-01
3.216329999999999814e+02 2.208640000000000043e+02 1.285320000000000074e-01 1.263560000000000016e+00
3.233059999999999832e+02 2.225250000000000057e+02 1.285320000000000074e-01 1.263560000000000016e+00
3.216120000000000232e+02 2.241769999999999925e+02 1.285320000000000074e-01 1.263560000000000016e+00
3.412730000000000246e+02 2.221359999999999957e+02 1.513430000000000053e+00 -2.399039999999999839e+00
3.420880000000000223e+02 2.221339999999999861e+02 1.513430000000000053e+00 -2.399039999999999839e+00
3.408550000000000182e+02 2.213110000000000070e+02 1.513430000000000053e+00 -2.399039999999999839e+00
3.416680000000000064e+02 2.204869999999999948e+02 1.513430000000000053e+00 -2.399039999999999839e+00
3.607749999999999773e+02 2.210680000000000121e+02 -5.892749999999999932e-01 -8.204059999999999686e-01
3.616070000000000277e+02 2.219079999999999870e+02 -5.892749999999999932e-01 -8.204059999999999686e-01
