X,Y
100.0,40.0
100.0,40.0
101.25,41.25
102.5,42.5
103.75,43.75
105.0,45.0
106.25,46.25
107.5,47.5
108.75,48.75
110.0,50.0
111.25,51.25
112.5,52.5
113.75,53.75
115.0,55.0
116.25,56.25
117.5,57.5
118.75,58.75
117.5,58.75
116.25,58.75
115.0,58.75
116.25,60.0
115.0,60.0
116.25,61.25
115.0,61.25
113.75,61.25
115.0,62.5
113.75,62.5
112.5,62.5
113.75,63.75
112.5,63.75
111.25,63.75
110.0,63.75
108.75,63.75
110.0,65.0
108.75,65.0
110.0,66.25
108.75,66.25
107.5,66.25
106.25,66.25
105.0,66.25
103.75,66.25
102.5,66.25
101.25,66.25
102.5,67.5
101.25,67.5
100.0,67.5
98.75,67.5
97.5,67.5
98.75,68.75
97.5,68.75
96.25,68.75
95.0,68.75
93.75,68.75
92.5,68.75
91.25,68.75
90.0,68.75
88.75,68.75
88.75,70.0
88.75,71.25
88.75,72.5
88.75,73.75
88.75,75.0
88.75,76.25
88.75,77.5
88.75,78.75
88.75,80.0
88.75,81.25
88.75,82.5
88.75,83.75
88.75,85.0
88.75,86.25
90.0,87.5
91.25,88.75
92.5,90.0
93.75,91.25
95.0,92.5
96.25,93.75
97.5,95.0
98.75,96.25
100.0,97.5
101.25,98.75
102.5,100.0
103.75,101.25
105.0,102.5
103.75,102.5
102.5,102.5
103.75,103.75
102.5,103.75
103.75,105.0
102.5,105.0
103.75,106.25
102.5,106.25
101.25,106.25
102.5,107.5
101.25,107.5
100.0,107.5
101.25,108.75
100.0,108.75
101.25,110.0
100.0,110.0
101.25,111.25
100.0,111.25
101.25,112.5
102.5,113.75
103.75,115.0
102.5,115.0
101.25,115.0
100.0,115.0
100.0,116.25
100.0,117.5
100.0,118.75
100.0,120.0
100.0,121.25
100.0,122.5
100.0,123.75
100.0,125.0
100.0,126.25
100.0,127.5
100.0,128.75
100.0,130.0
100.0,131.25
100.0,132.5
100.0,133.75
100.0,135.0
100.0,136.25
100.0,137.5
100.0,138.75
