5101.0,1339.0441426518507,8.75
5102.0,2617.2989236896487,17.13525491562421
5103.0,3890.517123104019,25.520509831248418
5104.0,5116.32839534901,33.90576474687263
5105.0,6322.0577754419255,42.291019662496836
5106.0,7272.295938454156,48.83610463437157
5107.0,8451.687571214274,56.33610463437157
5108.0,9769.931086404418,65.08610463437157
5109.0,11158.319914547848,72.58610463437157
5110.0,12545.64316250976,80.08610463437157
5111.0,14069.326184226273,88.83610463437157
5112.0,15253.256519438517,96.33610463437157
5113.0,16655.99378515204,105.08610463437157
5114.0,17975.521609642125,112.58610463437157
5115.0,19280.632201766388,120.08610463437157
5116.0,20700.22527549247,128.83610463437157
5117.0,21943.155071619305,136.33610463437157
5118.0,23584.03694977676,145.08610463437157
5119.0,25268.600826409318,154.1311896062463
5120.0,27044.65447122455,162.51644452187048
5121.0,28164.463182174823,168.10661446561994
5122.0,29875.849297586214,176.49186938124413
5123.0,31511.541489474348,184.87712429686832
5124.0,32046.06404700694,187.67
