X,Y
50.0,20.0
51.25,20.0
52.5,20.0
53.75,20.0
55.0,20.0
56.25,20.0
57.5,20.0
58.75,20.0
60.0,20.0
61.25,20.0
62.5,20.0
63.75,20.0
65.0,20.0
66.25,20.0
67.5,20.0
68.75,20.0
70.0,20.0
71.25,21.25
72.5,22.5
73.75,23.75
75.0,25.0
76.25,26.25
77.5,27.5
78.75,28.75
80.0,30.0
81.25,31.25
82.5,32.5
83.75,33.75
85.0,35.0
86.25,36.25
87.5,37.5
88.75,38.75
90.0,40.0
91.25,41.25
92.5,42.5
93.75,43.75
95.0,45.0
96.25,46.25
97.5,47.5
98.75,48.75
100.0,50.0
101.25,51.25
102.5,52.5
103.75,53.75
105.0,55.0
106.25,56.25
107.5,57.5
108.75,58.75
110.0,60.0
111.25,61.25
112.5,62.5
113.75,63.75
115.0,65.0
116.25,66.25
117.5,67.5
118.75,68.75
120.0,70.0
121.25,71.25
122.5,72.5
123.75,73.75
125.0,75.0
126.25,76.25
127.5,77.5
128.75,78.75
130.0,80.0
131.25,81.25
132.5,82.5
133.75,83.75
135.0,85.0
136.25,86.25
137.5,87.5
138.75,88.75
140.0,90.0
141.25,91.25
142.5,92.5
143.75,93.75
145.0,95.0
146.25,96.25
147.5,97.5
148.75,97.5
150.0,97.5
151.25,97.5
152.5,97.5
153.75,97.5
155.0,97.5
156.25,97.5
157.5,97.5
158.75,97.5
160.0,97.5
161.25,97.5
162.5,97.5
163.75,97.5
165.0,97.5
166.25,97.5
167.5,97.5
168.75,97.5
170.0,97.5
171.25,97.5
172.5,97.5
173.75,97.5
175.0,97.5
176.25,97.5
177.5,97.5
178.75,97.5
180.0,97.5
181.25,97.5
182.5,97.5
183.75,97.5
185.0,97.5
186.25,97.5
187.5,97.5
188.75,97.5
190.0,97.5
191.25,97.5
192.5,97.5
193.75,97.5
195.0,97.5
196.25,97.5
197.5,97.5
198.75,97.5
200.0,97.5
201.25,97.5
202.5,97.5
203.75,97.5
205.0,97.5
206.25,97.5
207.5,97.5
208.75,97.5
210.0,97.5
211.25,97.5
212.5,97.5
213.75,97.5
215.0,97.5
216.25,97.5
217.5,97.5
218.75,97.5
220.0,97.5
221.25,97.5
222.5,97.5
223.75,97.5
225.0,97.5
226.25,97.5
227.5,98.75
228.75,98.75
230.0,100.0
