X,Y
50.0,20.0
51.25,20.555555555555554
52.5,21.11111111111111
53.75,21.666666666666664
55.0,22.22222222222222
56.25,22.77777777777778
57.5,23.333333333333336
58.75,23.88888888888889
60.0,24.444444444444446
61.25,25.0
62.5,25.555555555555554
63.75,26.11111111111111
65.0,26.666666666666664
66.25,27.22222222222222
67.5,27.77777777777778
68.75,28.33333333333333
70.0,28.88888888888889
71.25,29.444444444444446
72.5,30.0
73.75,30.555555555555554
75.0,31.11111111111111
76.25,31.666666666666664
77.5,32.22222222222222
78.75,32.77777777777778
80.0,33.33333333333333
81.25,33.888888888888886
82.5,34.44444444444444
83.75,35.0
85.0,35.55555555555556
86.25,36.11111111111111
87.5,36.666666666666664
88.75,37.22222222222222
90.0,37.77777777777778
91.25,38.33333333333333
92.5,38.888888888888886
93.75,39.44444444444444
95.0,40.0
96.25,40.55555555555556
97.5,41.11111111111111
98.75,41.66666666666666
100.0,42.22222222222222
101.25,42.77777777777778
102.5,43.33333333333333
103.75,43.88888888888889
105.0,44.44444444444444
106.25,45.0
107.5,45.55555555555556
108.75,46.11111111111111
110.0,46.66666666666666
111.25,47.222222222222214
112.5,47.77777777777778
113.75,48.33333333333333
115.0,48.88888888888889
116.25,49.44444444444444
117.5,50.0
118.75,50.55555555555556
120.0,51.11111111111111
121.25,51.66666666666666
122.5,52.222222222222214
123.75,52.77777777777778
125.0,53.33333333333333
126.25,53.88888888888889
127.5,54.44444444444444
128.75,55.0
130.0,55.55555555555556
131.25,56.11111111111111
132.5,56.66666666666666
133.75,57.222222222222214
135.0,57.77777777777778
136.25,58.33333333333333
137.5,58.88888888888889
138.75,59.44444444444444
140.0,60.0
141.25,60.55555555555556
142.5,61.11111111111111
143.75,61.66666666666666
145.0,62.22222222222222
146.25,62.77777777777778
147.5,63.33333333333333
148.75,63.888888888888886
150.0,64.44444444444444
151.25,65.0
152.5,65.55555555555556
153.75,66.11111111111111
155.0,66.66666666666666
156.25,67.22222222222223
157.5,67.77777777777777
158.75,68.33333333333333
160.0,68.88888888888889
161.25,69.44444444444444
162.5,70.0
163.75,70.55555555555556
165.0,71.11111111111111
166.25,71.66666666666666
167.5,72.22222222222223
168.75,72.77777777777777
170.0,73.33333333333333
171.25,73.88888888888889
172.5,74.44444444444444
173.75,75.0
175.0,75.55555555555556
176.25,76.11111111111111
177.5,76.66666666666666
178.75,77.22222222222223
180.0,77.77777777777777
181.25,78.33333333333333
182.5,78.88888888888889
183.75,79.44444444444444
185.0,80.0
186.25,80.55555555555556
187.5,81.11111111111111
188.75,81.66666666666666
190.0,82.22222222222221
191.25,82.77777777777779
192.5,83.33333333333331
193.75,83.88888888888889
195.0,84.44444444444443
196.25,85.0
197.5,85.55555555555556
198.75,86.11111111111111
200.0,86.66666666666666
201.25,87.22222222222221
202.5,87.77777777777779
203.75,88.33333333333331
205.0,88.88888888888889
206.25,89.44444444444443
207.5,90.0
208.75,90.55555555555556
210.0,91.11111111111111
211.25,91.66666666666666
212.5,92.22222222222221
213.75,92.77777777777779
215.0,93.33333333333331
216.25,93.88888888888889
217.5,94.44444444444443
218.75,95.0
220.0,95.55555555555556
221.25,96.11111111111111
222.5,96.66666666666666
223.75,97.22222222222221
225.0,97.77777777777779
226.25,98.33333333333331
227.5,98.88888888888889
228.75,99.44444444444443
230.0,100.0
