X,Y
130.0,20.0
131.25,21.25
132.5,22.5
133.75,23.75
135.0,25.0
136.25,26.25
137.5,27.5
138.75,28.75
140.0,30.0
141.25,31.25
142.5,32.5
143.75,33.75
145.0,35.0
146.25,36.25
147.5,37.5
148.75,38.75
150.0,40.0
151.25,41.25
152.5,42.5
153.75,43.75
156.25,45.0
158.75,46.25
161.25,47.5
163.75,48.75
166.25,50.0
168.75,51.25
171.25,52.5
172.5,53.75
173.75,55.0
175.0,56.25
177.5,57.5
180.0,58.75
182.5,60.0
185.0,61.25
186.25,62.5
187.5,63.75
188.75,65.0
190.0,66.25
191.25,67.5
193.75,68.75
196.25,70.0
197.5,71.25
200.0,72.5
201.25,73.75
202.5,75.0
203.75,76.25
205.0,77.5
206.25,78.75
207.5,80.0
208.75,81.25
210.0,82.5
211.25,83.75
213.75,85.0
215.0,86.25
217.5,87.5
220.0,88.75
221.25,90.0
222.5,91.25
223.75,92.5
225.0,93.75
226.25,96.25
227.5,97.5
228.75,98.75
230,100
